,pokedex_number,name,generation,status,type_1,type_2,height_m,weight_kg,total_points,hp,attack,defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
718,614,Beartic,5,Normal,Ice,,2.6,260.0,505,95,130,80,50,60.0,70.0,177.0,Medium Fast,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
719,615,Cryogonal,5,Normal,Ice,,1.1,148.0,515,80,50,50,105,25.0,70.0,180.0,Medium Fast,25.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
720,616,Shelmet,5,Normal,Bug,,0.4,7.7,305,50,40,85,25,200.0,70.0,61.0,Medium Fast,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
721,617,Accelgor,5,Normal,Bug,,0.8,25.3,495,80,70,40,145,75.0,70.0,173.0,Medium Fast,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
722,618,Stunfisk,5,Normal,Ground,Electric,0.7,11.0,471,109,66,84,32,75.0,70.0,165.0,Medium Fast,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
724,619,Mienfoo,5,Normal,Fighting,,0.9,20.0,350,45,85,50,65,180.0,70.0,70.0,Medium Slow,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
725,620,Mienshao,5,Normal,Fighting,,1.4,35.5,510,65,125,60,105,45.0,70.0,179.0,Medium Slow,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
726,621,Druddigon,5,Normal,Dragon,,1.6,139.0,485,77,120,90,48,45.0,70.0,170.0,Medium Fast,30.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
727,622,Golett,5,Normal,Ground,Ghost,1.0,92.0,303,59,74,50,35,190.0,70.0,61.0,Medium Fast,25.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
728,623,Golurk,5,Normal,Ground,Ghost,2.8,330.0,483,89,124,80,55,90.0,70.0,169.0,Medium Fast,25.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
729,624,Pawniard,5,Normal,Dark,Steel,0.5,10.2,340,45,85,70,60,120.0,35.0,68.0,Medium Fast,20.0,0.5,2.0,1.0,1.0,0.5,0.5,4.0,0.0,2.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0
730,625,Bisharp,5,Normal,Dark,Steel,1.6,70.0,490,65,125,100,70,45.0,35.0,172.0,Medium Fast,20.0,0.5,2.0,1.0,1.0,0.5,0.5,4.0,0.0,2.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0
731,626,Bouffalant,5,Normal,Normal,,1.6,94.6,490,95,110,95,55,45.0,70.0,172.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
732,627,Rufflet,5,Normal,Normal,Flying,0.5,10.5,350,70,83,50,60,190.0,70.0,70.0,Slow,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
733,628,Braviary,5,Normal,Normal,Flying,1.5,41.0,510,100,123,75,80,60.0,70.0,179.0,Slow,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
734,629,Vullaby,5,Normal,Dark,Flying,0.5,9.0,370,70,55,75,60,190.0,35.0,74.0,Slow,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
735,630,Mandibuzz,5,Normal,Dark,Flying,1.2,39.5,510,110,65,105,80,60.0,35.0,179.0,Slow,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
736,631,Heatmor,5,Normal,Fire,,1.4,58.0,484,85,97,66,65,90.0,70.0,169.0,Medium Fast,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
737,632,Durant,5,Normal,Bug,Steel,0.3,33.0,484,58,109,112,109,90.0,70.0,169.0,Medium Fast,20.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
738,633,Deino,5,Normal,Dark,Dragon,0.8,17.3,300,52,65,50,38,45.0,35.0,60.0,Slow,40.0,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0
739,634,Zweilous,5,Normal,Dark,Dragon,1.4,50.0,420,72,85,70,58,45.0,35.0,147.0,Slow,40.0,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0
740,635,Hydreigon,5,Normal,Dark,Dragon,1.8,160.0,600,92,105,90,98,45.0,35.0,270.0,Slow,40.0,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0
741,636,Larvesta,5,Normal,Bug,Fire,1.1,28.8,360,55,85,55,60,45.0,70.0,72.0,Slow,40.0,1.0,1.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5
742,637,Volcarona,5,Normal,Bug,Fire,1.6,46.0,550,85,60,65,100,15.0,70.0,248.0,Slow,40.0,1.0,1.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5
743,638,Cobalion,5,Sub Legendary,Steel,Fighting,2.1,250.0,580,91,90,129,108,3.0,35.0,261.0,Slow,80.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0
744,639,Terrakion,5,Sub Legendary,Rock,Fighting,1.9,260.0,580,91,129,90,108,3.0,35.0,261.0,Slow,80.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.5,2.0,2.0
745,640,Virizion,5,Sub Legendary,Grass,Fighting,2.0,200.0,580,91,90,72,108,3.0,35.0,261.0,Slow,80.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0
746,641,Tornadus Incarnate Forme,5,Sub Legendary,Flying,,1.5,63.0,580,79,115,70,111,3.0,90.0,261.0,Slow,120.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0
748,642,Thundurus Incarnate Forme,5,Sub Legendary,Electric,Flying,1.5,61.0,580,79,115,70,111,3.0,90.0,261.0,Slow,120.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
750,643,Reshiram,5,Legendary,Dragon,Fire,3.2,330.0,680,100,120,100,90,3.0,0.0,306.0,Slow,120.0,1.0,0.25,1.0,0.5,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0
751,644,Zekrom,5,Legendary,Dragon,Electric,2.9,345.0,680,100,150,120,90,3.0,0.0,306.0,Slow,120.0,1.0,0.5,0.5,0.25,0.5,2.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
752,645,Landorus Incarnate Forme,5,Sub Legendary,Ground,Flying,1.5,68.0,600,89,125,90,101,3.0,90.0,270.0,Slow,120.0,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
754,646,Kyurem,5,Legendary,Dragon,Ice,3.0,325.0,660,125,130,90,95,3.0,0.0,297.0,Slow,120.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0
757,647,Keldeo Ordinary Forme,5,Mythical,Water,Fighting,1.4,48.5,580,91,72,90,108,3.0,35.0,261.0,Slow,80.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0
759,648,Meloetta Aria Forme,5,Mythical,Normal,Psychic,0.6,6.5,600,100,77,77,90,3.0,100.0,270.0,Slow,120.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0
761,649,Genesect,5,Mythical,Bug,Steel,1.5,82.5,600,71,120,95,99,3.0,0.0,270.0,Slow,120.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
762,650,Chespin,6,Normal,Grass,,0.4,9.0,313,56,61,65,38,45.0,70.0,63.0,Medium Slow,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
763,651,Quilladin,6,Normal,Grass,,0.7,29.0,405,61,78,95,57,45.0,70.0,142.0,Medium Slow,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
764,652,Chesnaught,6,Normal,Grass,Fighting,1.6,90.0,530,88,107,122,64,45.0,70.0,239.0,Medium Slow,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0
765,653,Fennekin,6,Normal,Fire,,0.4,9.4,307,40,45,40,60,45.0,70.0,61.0,Medium Slow,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
766,654,Braixen,6,Normal,Fire,,1.0,14.5,409,59,59,58,73,45.0,70.0,143.0,Medium Slow,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
767,655,Delphox,6,Normal,Fire,Psychic,1.5,39.0,534,75,69,72,104,45.0,70.0,240.0,Medium Slow,20.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5
768,656,Froakie,6,Normal,Water,,0.3,7.0,314,41,56,40,71,45.0,70.0,63.0,Medium Slow,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
769,657,Frogadier,6,Normal,Water,,0.6,10.9,405,54,63,52,97,45.0,70.0,142.0,Medium Slow,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
770,658,Greninja,6,Normal,Water,Dark,1.5,40.0,530,72,95,67,122,45.0,70.0,239.0,Medium Slow,20.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
772,659,Bunnelby,6,Normal,Normal,,0.4,5.0,237,38,36,38,57,255.0,70.0,47.0,Medium Fast,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
773,660,Diggersby,6,Normal,Normal,Ground,1.0,42.4,423,85,56,77,78,127.0,70.0,148.0,Medium Fast,15.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0
774,661,Fletchling,6,Normal,Normal,Flying,0.3,1.7,278,45,50,43,62,255.0,70.0,56.0,Medium Slow,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
775,662,Fletchinder,6,Normal,Fire,Flying,0.7,16.0,382,62,73,55,84,120.0,70.0,134.0,Medium Slow,15.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
776,663,Talonflame,6,Normal,Fire,Flying,1.2,24.5,499,78,81,71,126,45.0,70.0,175.0,Medium Slow,15.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
777,664,Scatterbug,6,Normal,Bug,,0.3,2.5,200,38,35,40,35,255.0,70.0,40.0,Medium Fast,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
778,665,Spewpa,6,Normal,Bug,,0.3,8.4,213,45,22,60,29,120.0,70.0,75.0,Medium Fast,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
779,666,Vivillon,6,Normal,Bug,Flying,1.2,17.0,411,80,52,50,89,45.0,70.0,185.0,Medium Fast,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
780,667,Litleo,6,Normal,Fire,Normal,0.6,13.5,369,62,50,58,72,220.0,70.0,74.0,Medium Slow,20.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,0.5,0.5
781,668,Pyroar,6,Normal,Fire,Normal,1.5,81.5,507,86,68,72,106,65.0,70.0,177.0,Medium Slow,20.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,0.5,0.5
782,669,Flabébé,6,Normal,Fairy,,0.1,0.1,303,44,38,39,42,225.0,70.0,61.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
783,670,Floette,6,Normal,Fairy,,0.2,0.9,371,54,45,47,52,120.0,70.0,130.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
784,671,Florges,6,Normal,Fairy,,1.1,10.0,552,78,65,68,75,45.0,70.0,248.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
785,672,Skiddo,6,Normal,Grass,,0.9,31.0,350,66,65,48,52,200.0,70.0,70.0,Medium Fast,20.0,1.0,2.0,0.5,0.5,0.0,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
786,673,Gogoat,6,Normal,Grass,,1.7,91.0,531,123,100,62,68,45.0,70.0,186.0,Medium Fast,20.0,1.0,2.0,0.5,0.5,0.0,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
787,674,Pancham,6,Normal,Fighting,,0.6,8.0,348,67,82,62,43,220.0,70.0,70.0,Medium Fast,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
788,675,Pangoro,6,Normal,Fighting,Dark,2.1,136.0,495,95,124,78,58,65.0,70.0,173.0,Medium Fast,25.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
789,676,Furfrou,6,Normal,Normal,,1.2,28.0,472,75,80,60,102,160.0,70.0,165.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
790,677,Espurr,6,Normal,Psychic,,0.3,3.5,355,62,48,54,68,190.0,70.0,71.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
791,678,Meowstic Male,6,Normal,Psychic,,0.6,8.5,466,74,48,76,104,75.0,70.0,163.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
793,679,Honedge,6,Normal,Steel,Ghost,0.8,2.0,325,45,80,100,28,180.0,70.0,65.0,Medium Fast,20.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
794,680,Doublade,6,Normal,Steel,Ghost,0.8,4.5,448,59,110,150,35,90.0,70.0,157.0,Medium Fast,20.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
795,681,Aegislash Blade Forme,6,Normal,Steel,Ghost,1.7,53.0,520,60,150,50,60,45.0,70.0,234.0,Medium Fast,20.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
797,682,Spritzee,6,Normal,Fairy,,0.2,0.5,341,78,52,60,23,200.0,70.0,68.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
798,683,Aromatisse,6,Normal,Fairy,,0.8,15.5,462,101,72,72,29,140.0,70.0,162.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
799,684,Swirlix,6,Normal,Fairy,,0.4,3.5,341,62,48,66,49,200.0,70.0,68.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
800,685,Slurpuff,6,Normal,Fairy,,0.8,5.0,480,82,80,86,72,140.0,70.0,168.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
801,686,Inkay,6,Normal,Dark,Psychic,0.4,3.5,288,53,54,53,45,190.0,70.0,58.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0
802,687,Malamar,6,Normal,Dark,Psychic,1.5,47.0,482,86,92,88,73,80.0,70.0,169.0,Medium Fast,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0
803,688,Binacle,6,Normal,Rock,Water,0.5,31.0,306,42,52,67,50,120.0,70.0,61.0,Medium Fast,20.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
804,689,Barbaracle,6,Normal,Rock,Water,1.3,96.0,500,72,105,115,68,45.0,70.0,175.0,Medium Fast,20.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
805,690,Skrelp,6,Normal,Poison,Water,0.5,7.3,320,50,60,60,30,225.0,70.0,64.0,Medium Fast,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
806,691,Dragalge,6,Normal,Poison,Dragon,1.8,81.5,494,65,75,90,44,55.0,70.0,173.0,Medium Fast,20.0,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0
807,692,Clauncher,6,Normal,Water,,0.5,8.3,330,50,53,62,44,225.0,70.0,66.0,Slow,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
808,693,Clawitzer,6,Normal,Water,,1.3,35.3,500,71,73,88,59,55.0,70.0,100.0,Slow,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
809,694,Helioptile,6,Normal,Electric,Normal,0.5,6.0,289,44,38,33,70,190.0,70.0,58.0,Medium Fast,20.0,1.0,1.25,0.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
810,695,Heliolisk,6,Normal,Electric,Normal,1.0,21.0,481,62,55,52,109,75.0,70.0,168.0,Medium Fast,20.0,1.0,1.25,0.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
811,696,Tyrunt,6,Normal,Rock,Dragon,0.8,26.0,362,58,89,77,48,45.0,70.0,72.0,Medium Fast,30.0,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
812,697,Tyrantrum,6,Normal,Rock,Dragon,2.5,270.0,521,82,121,119,71,45.0,70.0,182.0,Medium Fast,30.0,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
813,698,Amaura,6,Normal,Rock,Ice,1.3,25.2,362,77,59,50,46,45.0,70.0,72.0,Medium Fast,30.0,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0
814,699,Aurorus,6,Normal,Rock,Ice,2.7,225.0,521,123,77,72,58,45.0,70.0,104.0,Medium Fast,30.0,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0
815,700,Sylveon,6,Normal,Fairy,,1.0,23.5,525,95,65,65,60,45.0,70.0,184.0,Medium Fast,35.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
816,701,Hawlucha,6,Normal,Fighting,Flying,0.8,21.5,500,78,92,75,118,100.0,70.0,175.0,Medium Fast,20.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,1.0,2.0
817,702,Dedenne,6,Normal,Electric,Fairy,0.2,2.2,431,67,58,57,101,180.0,70.0,151.0,Medium Fast,20.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
818,703,Carbink,6,Normal,Rock,Fairy,0.3,5.7,500,50,50,150,50,60.0,70.0,100.0,Slow,25.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0
819,704,Goomy,6,Normal,Dragon,,0.3,2.8,300,45,50,35,40,45.0,35.0,60.0,Slow,40.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
820,705,Sliggoo,6,Normal,Dragon,,0.8,17.5,452,68,75,53,60,45.0,35.0,158.0,Slow,40.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
821,706,Goodra,6,Normal,Dragon,,2.0,150.5,600,90,100,70,80,45.0,35.0,270.0,Slow,40.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
822,707,Klefki,6,Normal,Steel,Fairy,0.2,3.0,470,57,80,91,75,75.0,70.0,165.0,Fast,20.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
823,708,Phantump,6,Normal,Ghost,Grass,0.4,7.0,309,43,70,48,38,120.0,70.0,62.0,Medium Fast,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
824,709,Trevenant,6,Normal,Ghost,Grass,1.5,71.0,474,85,110,76,56,60.0,70.0,166.0,Medium Fast,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
825,710,Pumpkaboo Average Size,6,Normal,Ghost,Grass,0.4,5.0,335,49,66,70,51,120.0,70.0,67.0,Medium Fast,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
829,711,Gourgeist Average Size,6,Normal,Ghost,Grass,0.9,12.5,494,65,90,122,84,60.0,70.0,173.0,Medium Fast,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
833,712,Bergmite,6,Normal,Ice,,1.0,99.5,304,55,69,85,28,190.0,70.0,61.0,Medium Fast,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
834,713,Avalugg,6,Normal,Ice,,2.0,505.0,514,95,117,184,28,55.0,70.0,180.0,Medium Fast,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
835,714,Noibat,6,Normal,Flying,Dragon,0.5,8.0,245,40,30,35,55,190.0,70.0,49.0,Medium Fast,20.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
